file_name,XMin,YMin,XMax,YMax,Marker 1 Intensity,Marker 2 Intensity,Marker 3 Intensity,Immuno Cells,Normal Cells,Cancer Cells
Halo_Synthetic_Example_1,6.603093586827212,51.065256830839694,24.164213296214776,69.20628146032129,10.250411514213772,100.29174623567172,51.23586126881864,1,0,0
Halo_Synthetic_Example_1,4.713164242215065,49.57287828275232,25.299494080687975,70.22262387543404,12.725977349027849,100.61080806492225,50.76036045683649,1,0,0
Halo_Synthetic_Example_1,3.957436445972151,49.81761655494197,26.570059566379864,70.73002078584643,10.322572465033332,99.98176644255582,50.237549104343664,0,1,0
Halo_Synthetic_Example_1,3.5895625166141967,49.03377235043852,25.32046901400646,71.52635615460757,9.354046866493542,98.92186280519266,49.87310735298203,0,0,1
Halo_Synthetic_Example_1,5.7847344700287575,51.907975734403,25.52698612889197,70.10813807263033,10.887623160337109,100.19239954738899,48.79709400116833,1,0,0
Halo_Synthetic_Example_1,6.377529915352215,50.9519770891267,24.403383986173335,68.22163204510267,11.305118751470111,98.90800789626566,49.31109632127788,0,1,0
Halo_Synthetic_Example_1,5.450440596919191,49.99606065920882,24.783992419763035,70.23368231796725,10.67108616723409,99.67543485088635,48.260661762743794,1,0,0
Halo_Synthetic_Example_1,3.9023632768335688,49.80052809146281,24.912577554712417,69.60457065233734,10.042623336895383,98.67215426494946,49.892566913041115,0,1,0
Halo_Synthetic_Example_1,2.047071118860185,50.68559868244761,25.944087763844376,69.27932634230415,10.093899954403124,99.24879740696592,51.29634056780593,0,1,0
Halo_Synthetic_Example_1,4.638303040392862,48.365531925003296,24.573894416156364,68.36601935811743,10.471241438445876,100.31451133218931,50.43786178941925,1,0,0
Halo_Synthetic_Example_1,5.907329721059038,49.81575477603077,24.61399168740113,70.11337188066744,10.056329070849088,100.51801091212772,51.648459230043194,0,1,0
Halo_Synthetic_Example_1,4.479577726463511,50.228100880588606,26.002170274700127,70.70384368741622,8.848306401966486,99.97969494823724,52.15047775071422,0,0,1
Halo_Synthetic_Example_1,5.08501224844837,50.957361963536336,23.744396699284003,69.37396604775942,8.860560986851734,99.1741535086383,49.53782861974471,0,0,1
Halo_Synthetic_Example_1,5.902929519387113,50.73177911508206,25.216593844626516,69.94036062406313,7.584584160369878,98.31312110508854,50.0230429022036,0,1,0
Halo_Synthetic_Example_1,7.004264049433406,48.41302340941612,23.94054885930981,70.1741149905802,9.365425510373196,100.08967433917907,49.3615190076056,1,0,0
Halo_Synthetic_Example_1,3.92818365220476,51.15740305158628,25.82207530032509,68.9986061151887,8.913945551749276,98.29321966831387,49.25837590909285,0,0,1
Halo_Synthetic_Example_1,3.6990827604442322,51.089761964475436,24.698423091151085,70.4137765939921,9.516057936044257,100.85494701719043,50.70400234167225,0,1,0
Halo_Synthetic_Example_1,5.248094163264226,49.93160200474848,25.06960144398818,70.43544448912027,9.827168462936296,100.72733051043717,50.602285957598255,0,0,1
Halo_Synthetic_Example_1,5.729096543928183,49.46932480339812,24.744639298016548,70.59370285135252,9.99700295472518,99.28840948691744,49.661309401772066,1,0,0
Halo_Synthetic_Example_1,4.969311058065135,49.452137860501686,25.075085964494335,71.33132213531682,8.505073079488083,98.5897792795879,52.12013727508099,0,0,1
Halo_Synthetic_Example_1,6.550653756155704,51.63146538050825,24.76603547470433,70.37399534307869,9.689320469319153,99.39912938173117,49.34007509366723,0,1,0
Halo_Synthetic_Example_1,4.892709753373901,49.999716426693766,25.438932241574655,70.58748714332519,10.29311276765606,99.63107591072166,49.38298073875061,0,1,0
Halo_Synthetic_Example_1,3.606706502455646,50.23621334547422,24.182264912798328,72.07968218642955,9.583546125001781,99.80302008188767,50.565349587017494,0,1,0
Halo_Synthetic_Example_1,4.702534765249973,48.48973007455497,25.995130383935624,71.38957454947382,10.849282124882057,99.05606033704063,50.181885710804494,1,0,0
Halo_Synthetic_Example_1,4.457754994511752,50.26870130640509,24.068549612130877,70.56494580385717,8.807662032932342,100.47632994083337,50.162448523337424,0,0,1
Halo_Synthetic_Example_1,4.288583676787514,49.68872328162895,25.176976380400706,71.1088148416139,7.729969818080449,100.31501327985934,50.14796334359424,0,0,1
Halo_Synthetic_Example_1,4.98681068151387,51.18876311254134,25.14094614295413,71.7059193757309,9.256603780280134,100.41193062721568,50.59789392163945,1,0,0
Halo_Synthetic_Example_1,4.0351485131775515,50.94062190462183,25.122760251343156,68.78866388048758,8.17458270209735,100.18914609135929,50.34270841709022,1,0,0
Halo_Synthetic_Example_1,5.509809568151121,51.97177909495001,26.3433804820023,71.30463832628706,10.320916591909294,99.71293452746474,50.03747738039187,0,0,1
Halo_Synthetic_Example_1,4.542382726938785,49.423453364190415,24.742704830602918,68.79246825687865,9.493927006563625,100.4533968336031,50.448461059147434,1,0,0
Halo_Synthetic_Example_1,6.679329074948716,50.24773424403694,24.201421399141,70.17596160610405,9.39680474086297,99.56735682030036,49.681493718255574,1,0,0
Halo_Synthetic_Example_1,4.233021279697511,51.00753621678471,24.219470501764892,66.04186598348414,8.895050532236382,100.44877838883843,49.89612993473933,1,0,0
Halo_Synthetic_Example_1,4.715014046601151,49.90710511036954,22.344189555266087,70.18431367973436,10.648139639274895,100.64600624784357,51.12273042879802,0,0,1
Halo_Synthetic_Example_1,5.3799327414934055,49.33563048848632,25.85404988664262,70.60206442508762,9.406760460667332,99.6975946239217,48.94055575340137,0,1,0
Halo_Synthetic_Example_1,4.468750149995299,48.57322218054637,22.967126411377052,69.98744376903514,9.589192016134593,100.87333529511301,51.05313707855037,0,0,1
Halo_Synthetic_Example_1,5.480940725433665,49.26547372883332,24.339923365048175,71.98114232947697,9.84202554629719,98.65184718673241,49.51604159611768,0,1,0
Halo_Synthetic_Example_1,3.8904867937510375,52.217646216819524,24.546947872481628,69.92494944208622,9.641283410039359,101.84467411434053,48.51842246725058,0,1,0
Halo_Synthetic_Example_1,5.188704626707245,51.36220799014735,24.248657269958763,69.75436497524151,10.970906289459055,98.56259062795198,50.732445474671096,1,0,0
Halo_Synthetic_Example_1,4.783994797009513,51.07763674574831,23.475890978342107,71.57886219775536,10.97171282333105,100.31636659055634,49.704539690048215,1,0,0
Halo_Synthetic_Example_1,6.562832093517962,50.25766671524022,25.874863055250273,68.66946793979614,8.392192613882482,101.71502217029797,51.036049017523204,0,1,0
Halo_Synthetic_Example_1,4.7975178910160485,51.03299341383351,25.239048084591793,69.87317078976207,10.160661393556524,98.12023456009743,49.10546025335545,0,1,0
Halo_Synthetic_Example_1,5.27020539137739,50.61677393399137,26.909747258328487,68.6498712764257,8.255225281116525,100.94285768998293,48.45963238896643,0,0,1
Halo_Synthetic_Example_1,3.0823235407680647,51.76199246804525,24.092994528488095,69.11033984824243,10.571884892178057,99.17311825254538,48.96828907963002,1,0,0
Halo_Synthetic_Example_1,4.748338270320676,50.81503418767933,26.063823403888357,69.58022780704928,9.038891772586624,101.04607921724363,47.90835376199945,0,1,0
Halo_Synthetic_Example_1,4.917114273435939,48.471839508819,23.595057213216197,69.8608816613783,10.898904820875075,99.65349751289858,50.263239253626736,1,0,0
Halo_Synthetic_Example_1,4.435799749104026,50.49743469944172,25.017510414054858,70.1190658523048,10.832938911279898,100.92683636091375,51.33981869728451,1,0,0
Halo_Synthetic_Example_1,5.435039178902852,51.171649472446504,25.98581983047716,71.27809732517315,9.41556607965528,101.6732180589803,52.77390288983704,0,1,0
Halo_Synthetic_Example_1,4.573910792343008,50.76630084378375,25.512365219410576,70.00281074839826,9.008214503620714,99.0882971293002,52.25373691125989,0,0,1
Halo_Synthetic_Example_1,4.393791230921528,48.97005743772658,23.14465065837875,69.15693128291808,11.514808365755442,100.21696094138785,50.12218694915843,1,0,0
Halo_Synthetic_Example_1,5.251667879680735,49.39714869616615,25.094321095850713,70.45431099772274,8.751426107233995,100.1164781759428,50.566789983252306,1,0,0
Halo_Synthetic_Example_1,5.661716763939138,49.6012903923169,24.615921522577676,70.91081289118021,11.454816016669392,100.45289191325519,49.65130374479172,1,0,0
Halo_Synthetic_Example_1,3.8345537775166383,51.22299494011761,24.366913862935245,69.58539505060573,10.780779582312325,100.12411863851291,50.73204321895401,0,0,1
Halo_Synthetic_Example_1,7.167870386869403,49.80729517656806,25.709498192890127,71.62527150764203,11.830726184074203,98.60244239774028,50.14406346376264,1,0,0
Halo_Synthetic_Example_1,5.177013114628342,50.073309867133574,24.64676142947534,69.9439574811033,10.041616160946568,100.32992599716023,50.28707370454036,1,0,0
Halo_Synthetic_Example_1,6.210372902913035,50.90237270355746,25.379878133579954,69.39983653493415,9.119501407519742,99.62658299012104,50.26389659668797,0,1,0
Halo_Synthetic_Example_1,5.969108172462425,49.1993830201271,25.24262864352945,70.29666890921764,9.53161668667368,100.4036218544315,50.44578899775482,0,0,1
Halo_Synthetic_Example_1,7.37201331707426,51.07023960724959,25.208558207862975,70.00600570863058,10.780728091665067,101.06395179816957,50.1859359537996,1,0,0
Halo_Synthetic_Example_1,4.5892844113304125,50.58452100890291,25.437843074408413,69.62277911410375,10.132733577184087,100.60202810491239,50.95375002934578,0,0,1
Halo_Synthetic_Example_1,3.8622781019575045,50.04611013805264,22.852593172052615,69.65804084204,9.737254328626747,97.92874480851765,50.32895706773425,0,0,1
Halo_Synthetic_Example_1,5.232783804622156,48.96425078785851,24.214703958284638,69.30759476717074,8.166601339043892,100.04829560839718,50.42819563273675,0,0,1
Halo_Synthetic_Example_1,5.564238388221767,50.99161432120813,24.811459694708866,68.43623740001868,9.741547646574634,100.64653940530857,49.68180171466588,0,1,0
Halo_Synthetic_Example_1,4.541783842969856,49.82236918393825,24.10229668645383,68.09935243491243,10.088977139201052,98.74760799196132,50.40669107411551,1,0,0
Halo_Synthetic_Example_1,5.153940068530566,49.85487659898333,24.12583326975618,69.50093557001416,8.933280845443361,100.09505237290341,50.33329616035051,1,0,0
Halo_Synthetic_Example_1,4.806904130341113,48.19980307540017,25.081708420499236,70.03873982249004,10.109516465962656,101.26477560737065,47.55679567963282,0,1,0
Halo_Synthetic_Example_1,5.8877942038836295,51.66944562044466,25.893706361159783,70.28869332756936,12.067603636050418,100.78844673899508,50.03795814609609,0,0,1
Halo_Synthetic_Example_1,5.549858060981211,50.48557773626911,24.701881618116985,70.9589519600212,10.932109928744762,99.94696660041373,51.13696315795163,1,0,0
Halo_Synthetic_Example_1,5.630290702700009,51.619157375238316,25.394008878891775,69.22601769138069,9.863864757096108,99.60367132439023,51.02496417489206,1,0,0
Halo_Synthetic_Example_1,4.5368457608156305,47.99207929900348,25.33981185393601,69.86894956815124,10.506797437163799,100.1848912518349,49.030811314004495,1,0,0
Halo_Synthetic_Example_1,4.790965046719884,49.80323671982034,24.772623774047496,70.39498459567463,9.606158917833367,100.74578996240506,50.207120969819144,0,1,0
Halo_Synthetic_Example_1,3.582022788720685,50.11543226149045,23.474834758512483,69.54874765178351,11.093641416575144,100.65081691247576,48.35498221404126,0,0,1
Halo_Synthetic_Example_1,5.008277729396936,51.1909716721393,25.41304903510437,71.80904905543534,9.012288708244869,98.82822696160186,49.307254525994175,0,1,0
Halo_Synthetic_Example_1,6.410429156536607,49.30862077976913,25.902001662987907,70.03768683186023,9.501086194453514,100.80211138531921,51.33256025679178,0,1,0
Halo_Synthetic_Example_1,4.90313788888768,50.79596956464463,24.11420399058976,69.08618366863992,9.985602757568023,99.91418950048369,48.886850052841254,0,1,0
Halo_Synthetic_Example_1,4.047905821486041,49.72149075915046,25.28216693720554,69.84427568631628,10.873144994343223,100.4441283901367,50.290675962581226,1,0,0
Halo_Synthetic_Example_1,4.673315930425995,51.72355596637985,24.810027960136726,71.5118166789345,9.8416612268062,100.13667311695293,49.71270458351305,0,1,0
Halo_Synthetic_Example_1,5.17930155548968,49.53803200477859,25.87581180920651,69.74639888723472,10.754599402942286,100.97809331323154,50.214706163297166,1,0,0
Halo_Synthetic_Example_1,5.682000363995985,50.620944637478246,24.753056991841085,70.47510028026288,9.533409214087273,100.2034155485288,49.70179326243346,1,0,0
Halo_Synthetic_Example_1,6.319317170586676,50.69999198298984,24.99131738056634,70.30416389379646,9.788265749487904,100.01592693733419,49.71658486129412,0,0,1
Halo_Synthetic_Example_1,6.788361014741737,49.64296533456254,26.601438132311728,69.67770777444743,9.187037064375977,100.79994187869637,48.835953511253905,0,0,1
Halo_Synthetic_Example_1,5.57578452876451,49.03023944183154,25.371427380347047,68.93259916118356,10.107293982895646,98.46652987458685,50.054801169412954,1,0,0
Halo_Synthetic_Example_1,5.270543788525489,51.18367335757173,25.184767146053243,70.1212762547522,9.211863120580789,100.67877932497568,49.490455831426544,0,1,0
Halo_Synthetic_Example_1,3.8288695685712137,50.04476817561134,25.147421091322105,70.80698761811082,9.52845732871153,99.64865389359744,49.35785939122525,0,0,1
Halo_Synthetic_Example_1,5.222148700361623,50.54485848217303,26.60269524150707,68.99886091842563,9.210207700470546,100.65731818852862,49.90828652509947,0,1,0
Halo_Synthetic_Example_1,5.177752868412451,51.01448892574846,25.342539826964764,72.28571409488008,10.061527475006995,99.43105278892683,48.58014489315112,0,0,1
Halo_Synthetic_Example_1,4.804860693455845,49.98900989603247,24.960238699425,70.57950565505855,9.29799166652348,100.17091783223921,51.26156334126751,1,0,0
Halo_Synthetic_Example_1,5.079288440003151,50.569634502052445,25.916506912922078,69.2398656871211,11.638159668354623,99.5809155173336,50.090759565948886,1,0,0
Halo_Synthetic_Example_1,5.144559451662645,48.926963909596736,24.34142864562366,69.59791074753568,11.107711681305014,101.03373035472335,47.73582808646528,0,1,0
Halo_Synthetic_Example_1,5.486215166661898,49.92780872647256,26.4609807669531,68.77579101715763,10.254578429660217,99.36334107875028,51.31682405464373,0,1,0
Halo_Synthetic_Example_1,2.846551230298808,49.41981458823398,27.473069929674736,70.33109150979149,10.253613152820959,101.19778438665712,48.884315907858365,0,0,1
Halo_Synthetic_Example_1,4.497579990280223,49.85704457169398,24.464451155028094,71.27072430415313,8.12610950137219,100.53479424501474,48.34481718844767,0,0,1
Halo_Synthetic_Example_1,4.908869263254081,50.167921587857926,25.25511263016884,70.37125721521957,9.179466738831108,100.64934869580692,50.412281428511335,1,0,0
Halo_Synthetic_Example_1,5.065059769634958,47.76560667034179,24.857776830171264,70.20850756743536,8.55873535417418,99.45159377955974,48.87364622808991,0,1,0
Halo_Synthetic_Example_1,3.8695051178553443,49.298820784834845,24.2492256171951,70.64837927935083,11.130716917060413,101.97150422344886,51.08583647919117,0,1,0
